id,category,base,treatment,data_needed,limitation,U,T,S,D,C,M,P,score,scan_score,research_score,readiness,release_gate
VIS-06-02,visualizations,Aligned funnel bars for each unit,large primary analytical view,"shows, episodes, segments with stage applicability",Never divide segments by episodes as a conversion percentage; dominates first viewport,3,5,3,5,4,4,4,80.0,78.0,82.8,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-06-03,visualizations,Aligned funnel bars for each unit,common scale across comparable rows,"shows, episodes, segments with stage applicability",Never divide segments by episodes as a conversion percentage; small series may appear flat,3,5,4,4,5,4,5,83.6,83.6,84.4,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-06-04,visualizations,Aligned funnel bars for each unit,local scale clearly labeled,"shows, episodes, segments with stage applicability",Never divide segments by episodes as a conversion percentage; shape only; not cross-issue magnitude,3,5,4,5,4,4,5,84.4,84.0,85.6,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-06-05,visualizations,Aligned funnel bars for each unit,baseline/current toggle,"shows, episodes, segments with stage applicability",Never divide segments by episodes as a conversion percentage; period definitions must remain visible,3,5,4,5,5,4,4,84.8,84.4,87.2,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-06-06,visualizations,Aligned funnel bars for each unit,coverage overlay and data table,"shows, episodes, segments with stage applicability",Never divide segments by episodes as a conversion percentage; clutter managed through disclosure,3,5,4,4,4,5,5,83.6,84.4,82.8,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-06-07,visualizations,Aligned funnel bars for each unit,direct evidence selection,"shows, episodes, segments with stage applicability",Never divide segments by episodes as a conversion percentage; selected slice must govern all dependent sections,3,5,4,5,4,4,5,84.4,84.0,85.6,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-06-08,visualizations,Aligned funnel bars for each unit,ranked alongside textual takeaway,"shows, episodes, segments with stage applicability",Never divide segments by episodes as a conversion percentage; takeaway must be evidence-bound,4,5,5,4,4,4,5,88.8,90.4,87.6,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-06-09,visualizations,Aligned funnel bars for each unit,mobile stacked panels,"shows, episodes, segments with stage applicability",Never divide segments by episodes as a conversion percentage; vertical length grows,3,5,4,4,4,5,5,83.6,84.4,82.8,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-06-10,visualizations,Aligned funnel bars for each unit,full historical explorer,"shows, episodes, segments with stage applicability",Never divide segments by episodes as a conversion percentage; large download deferred until requested,3,5,4,5,4,4,4,82.8,82.8,84.4,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-07-01,visualizations,Argument tree with evidence leaves,inline preview with accessible detail,typed adjudicated claim edges,Unverified edges would fabricate reasoning relationships; small preview cannot carry full interpretation,4,4,4,5,5,5,3,85.2,84.8,86.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-07-02,visualizations,Argument tree with evidence leaves,large primary analytical view,typed adjudicated claim edges,Unverified edges would fabricate reasoning relationships; dominates first viewport,4,4,2,5,5,4,2,76.0,71.6,81.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-07-03,visualizations,Argument tree with evidence leaves,common scale across comparable rows,typed adjudicated claim edges,Unverified edges would fabricate reasoning relationships; small series may appear flat,4,5,3,5,5,4,3,84.8,82.0,88.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-07-04,visualizations,Argument tree with evidence leaves,local scale clearly labeled,typed adjudicated claim edges,Unverified edges would fabricate reasoning relationships; shape only; not cross-issue magnitude,4,4,3,5,5,4,3,80.4,77.6,84.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-07-05,visualizations,Argument tree with evidence leaves,baseline/current toggle,typed adjudicated claim edges,Unverified edges would fabricate reasoning relationships; period definitions must remain visible,4,4,3,5,5,4,2,78.8,76.4,82.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-07-06,visualizations,Argument tree with evidence leaves,coverage overlay and data table,typed adjudicated claim edges,Unverified edges would fabricate reasoning relationships; clutter managed through disclosure,4,5,3,5,5,5,3,86.8,84.4,90.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-07-07,visualizations,Argument tree with evidence leaves,direct evidence selection,typed adjudicated claim edges,Unverified edges would fabricate reasoning relationships; selected slice must govern all dependent sections,4,4,3,5,5,4,4,82.0,78.8,85.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-07-08,visualizations,Argument tree with evidence leaves,ranked alongside textual takeaway,typed adjudicated claim edges,Unverified edges would fabricate reasoning relationships; takeaway must be evidence-bound,5,4,4,5,5,4,3,87.6,86.0,90.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-07-09,visualizations,Argument tree with evidence leaves,mobile stacked panels,typed adjudicated claim edges,Unverified edges would fabricate reasoning relationships; vertical length grows,4,4,3,5,5,5,3,82.4,80.0,85.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-07-10,visualizations,Argument tree with evidence leaves,full historical explorer,typed adjudicated claim edges,Unverified edges would fabricate reasoning relationships; large download deferred until requested,4,4,3,5,5,4,2,78.8,76.4,82.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-08-01,visualizations,Network ego view plus table,inline preview with accessible detail,"co-appearance/typed edges, scope and dates",Connectivity is not endorsement or correctness; small preview cannot carry full interpretation,3,3,4,5,4,5,3,74.4,75.2,74.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-08-02,visualizations,Network ego view plus table,large primary analytical view,"co-appearance/typed edges, scope and dates",Connectivity is not endorsement or correctness; dominates first viewport,3,3,2,5,4,4,2,65.2,62.0,69.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-08-03,visualizations,Network ego view plus table,common scale across comparable rows,"co-appearance/typed edges, scope and dates",Connectivity is not endorsement or correctness; small series may appear flat,3,4,3,5,5,4,3,76.0,74.0,79.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-08-04,visualizations,Network ego view plus table,local scale clearly labeled,"co-appearance/typed edges, scope and dates",Connectivity is not endorsement or correctness; shape only; not cross-issue magnitude,3,3,3,5,4,4,3,69.6,68.0,72.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-08-05,visualizations,Network ego view plus table,baseline/current toggle,"co-appearance/typed edges, scope and dates",Connectivity is not endorsement or correctness; period definitions must remain visible,3,3,3,5,5,4,2,70.0,68.4,73.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-08-06,visualizations,Network ego view plus table,coverage overlay and data table,"co-appearance/typed edges, scope and dates",Connectivity is not endorsement or correctness; clutter managed through disclosure,3,4,3,5,4,5,3,76.0,74.8,78.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-08-07,visualizations,Network ego view plus table,direct evidence selection,"co-appearance/typed edges, scope and dates",Connectivity is not endorsement or correctness; selected slice must govern all dependent sections,3,3,3,5,4,4,4,71.2,69.2,73.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-08-08,visualizations,Network ego view plus table,ranked alongside textual takeaway,"co-appearance/typed edges, scope and dates",Connectivity is not endorsement or correctness; takeaway must be evidence-bound,4,3,4,5,4,4,3,76.8,76.4,78.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-08-09,visualizations,Network ego view plus table,mobile stacked panels,"co-appearance/typed edges, scope and dates",Connectivity is not endorsement or correctness; vertical length grows,3,3,3,5,4,5,3,71.6,70.4,73.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-08-10,visualizations,Network ego view plus table,full historical explorer,"co-appearance/typed edges, scope and dates",Connectivity is not endorsement or correctness; large download deferred until requested,3,3,3,5,4,4,2,68.0,66.8,70.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-09-01,visualizations,Confidence interval dot plot,inline preview with accessible detail,"defined estimator, independent sample, intervals",Cannot fabricate calibrated probability from model confidence; small preview cannot carry full interpretation,4,5,5,5,4,5,3,90.4,92.4,90.4,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-09-02,visualizations,Confidence interval dot plot,large primary analytical view,"defined estimator, independent sample, intervals",Cannot fabricate calibrated probability from model confidence; dominates first viewport,4,5,3,5,4,4,2,81.2,79.2,84.8,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-09-03,visualizations,Confidence interval dot plot,common scale across comparable rows,"defined estimator, independent sample, intervals",Cannot fabricate calibrated probability from model confidence; small series may appear flat,4,5,4,5,5,4,3,87.6,86.8,90.4,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-09-04,visualizations,Confidence interval dot plot,local scale clearly labeled,"defined estimator, independent sample, intervals",Cannot fabricate calibrated probability from model confidence; shape only; not cross-issue magnitude,4,5,4,5,4,4,3,85.6,85.2,87.6,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-09-05,visualizations,Confidence interval dot plot,baseline/current toggle,"defined estimator, independent sample, intervals",Cannot fabricate calibrated probability from model confidence; period definitions must remain visible,4,5,4,5,5,4,2,86.0,85.6,89.2,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-09-06,visualizations,Confidence interval dot plot,coverage overlay and data table,"defined estimator, independent sample, intervals",Cannot fabricate calibrated probability from model confidence; clutter managed through disclosure,4,5,4,5,4,5,3,87.6,87.6,88.8,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-09-07,visualizations,Confidence interval dot plot,direct evidence selection,"defined estimator, independent sample, intervals",Cannot fabricate calibrated probability from model confidence; selected slice must govern all dependent sections,4,5,4,5,4,4,4,87.2,86.4,88.8,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-09-08,visualizations,Confidence interval dot plot,ranked alongside textual takeaway,"defined estimator, independent sample, intervals",Cannot fabricate calibrated probability from model confidence; takeaway must be evidence-bound,5,5,5,5,4,4,3,92.8,93.6,93.6,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-09-09,visualizations,Confidence interval dot plot,mobile stacked panels,"defined estimator, independent sample, intervals",Cannot fabricate calibrated probability from model confidence; vertical length grows,4,5,4,5,4,5,3,87.6,87.6,88.8,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-09-10,visualizations,Confidence interval dot plot,full historical explorer,"defined estimator, independent sample, intervals",Cannot fabricate calibrated probability from model confidence; large download deferred until requested,4,5,4,5,4,4,2,84.0,84.0,86.4,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-10-01,visualizations,Ranked change table with inline preview,inline preview with accessible detail,"equal-window change, coverage, citations",Requires honest sort name and clear tie behavior; small preview cannot carry full interpretation,4,4,5,5,4,5,5,89.2,90.4,88.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-10-02,visualizations,Ranked change table with inline preview,large primary analytical view,"equal-window change, coverage, citations",Requires honest sort name and clear tie behavior; dominates first viewport,4,4,3,5,4,5,4,82.0,79.6,83.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-10-03,visualizations,Ranked change table with inline preview,common scale across comparable rows,"equal-window change, coverage, citations",Requires honest sort name and clear tie behavior; small series may appear flat,4,5,4,5,5,5,5,92.8,91.6,94.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-10-04,visualizations,Ranked change table with inline preview,local scale clearly labeled,"equal-window change, coverage, citations",Requires honest sort name and clear tie behavior; shape only; not cross-issue magnitude,4,4,4,5,4,5,5,86.4,85.6,86.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-10-05,visualizations,Ranked change table with inline preview,baseline/current toggle,"equal-window change, coverage, citations",Requires honest sort name and clear tie behavior; period definitions must remain visible,4,4,4,5,5,5,4,86.8,86.0,88.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-10-06,visualizations,Ranked change table with inline preview,coverage overlay and data table,"equal-window change, coverage, citations",Requires honest sort name and clear tie behavior; clutter managed through disclosure,4,5,4,5,4,5,5,90.8,90.0,91.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-10-07,visualizations,Ranked change table with inline preview,direct evidence selection,"equal-window change, coverage, citations",Requires honest sort name and clear tie behavior; selected slice must govern all dependent sections,4,4,4,5,4,5,5,86.4,85.6,86.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-10-08,visualizations,Ranked change table with inline preview,ranked alongside textual takeaway,"equal-window change, coverage, citations",Requires honest sort name and clear tie behavior; takeaway must be evidence-bound,5,4,5,5,4,5,5,93.6,94.0,92.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-10-09,visualizations,Ranked change table with inline preview,mobile stacked panels,"equal-window change, coverage, citations",Requires honest sort name and clear tie behavior; vertical length grows,4,4,4,5,4,5,5,86.4,85.6,86.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
VIS-10-10,visualizations,Ranked change table with inline preview,full historical explorer,"equal-window change, coverage, citations",Requires honest sort name and clear tie behavior; large download deferred until requested,4,4,4,5,4,5,4,84.8,84.4,85.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-01-01,summaries,"Change, significance, caveat",one-sentence scan plus citation,"cited delta, approved interpretation, limitation",Meaningful significance requires semantic approval; depth in linked evidence,5,5,5,5,4,5,5,98.0,98.4,97.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-01-02,summaries,"Change, significance, caveat",three-sentence brief,"cited delta, approved interpretation, limitation",Meaningful significance requires semantic approval; strictly no filler to reach length,5,5,5,5,4,4,5,96.0,96.0,96.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-01-03,summaries,"Change, significance, caveat",question-and-answer format,"cited delta, approved interpretation, limitation",Meaningful significance requires semantic approval; question must actually be answered,5,5,5,5,4,4,5,96.0,96.0,96.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-01-04,summaries,"Change, significance, caveat",parallel positions,"cited delta, approved interpretation, limitation",Meaningful significance requires semantic approval; avoid false symmetry,5,5,5,5,5,4,5,98.0,97.6,98.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-01-05,summaries,"Change, significance, caveat",explicit limitation inline,"cited delta, approved interpretation, limitation",Meaningful significance requires semantic approval; slight scan cost accepted,5,5,5,5,4,4,5,96.0,96.0,96.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-01-06,summaries,"Change, significance, caveat",expandable concise/deep version,"cited delta, approved interpretation, limitation",Meaningful significance requires semantic approval; both versions from same evidence snapshot,5,5,5,5,4,4,4,94.4,94.8,94.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-01-07,summaries,"Change, significance, caveat",chronological update log,"cited delta, approved interpretation, limitation",Meaningful significance requires semantic approval; new/changed/backfilled distinguishable,5,5,5,5,4,4,5,96.0,96.0,96.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-01-08,summaries,"Change, significance, caveat",source-diverse representative quotes,"cited delta, approved interpretation, limitation",Meaningful significance requires semantic approval; quote selection method disclosed,5,5,5,5,5,4,5,98.0,97.6,98.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-01-09,summaries,"Change, significance, caveat",evidence-only fallback,"cited delta, approved interpretation, limitation",Meaningful significance requires semantic approval; honest interim behavior without fabricated synthesis,5,5,4,5,4,4,5,93.2,91.2,94.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-01-10,summaries,"Change, significance, caveat",current styling and compact hierarchy,"cited delta, approved interpretation, limitation",Meaningful significance requires semantic approval; meaning changes without brand replacement,5,5,5,5,4,4,5,96.0,96.0,96.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-02-01,summaries,"Claim, quote, source",one-sentence scan plus citation,"claim, bounded excerpt, attribution, original URL",One source cannot establish consensus; depth in linked evidence,5,4,5,5,4,5,5,93.6,94.0,92.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-02-02,summaries,"Claim, quote, source",three-sentence brief,"claim, bounded excerpt, attribution, original URL",One source cannot establish consensus; strictly no filler to reach length,5,4,5,5,4,5,5,93.6,94.0,92.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-02-03,summaries,"Claim, quote, source",question-and-answer format,"claim, bounded excerpt, attribution, original URL",One source cannot establish consensus; question must actually be answered,5,4,5,5,4,5,5,93.6,94.0,92.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-02-04,summaries,"Claim, quote, source",parallel positions,"claim, bounded excerpt, attribution, original URL",One source cannot establish consensus; avoid false symmetry,5,4,5,5,5,5,5,95.6,95.6,95.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-02-05,summaries,"Claim, quote, source",explicit limitation inline,"claim, bounded excerpt, attribution, original URL",One source cannot establish consensus; slight scan cost accepted,5,5,5,5,4,5,5,98.0,98.4,97.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-02-06,summaries,"Claim, quote, source",expandable concise/deep version,"claim, bounded excerpt, attribution, original URL",One source cannot establish consensus; both versions from same evidence snapshot,5,4,5,5,4,5,4,92.0,92.8,91.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-02-07,summaries,"Claim, quote, source",chronological update log,"claim, bounded excerpt, attribution, original URL",One source cannot establish consensus; new/changed/backfilled distinguishable,5,4,5,5,4,5,5,93.6,94.0,92.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-02-08,summaries,"Claim, quote, source",source-diverse representative quotes,"claim, bounded excerpt, attribution, original URL",One source cannot establish consensus; quote selection method disclosed,5,5,5,5,5,5,5,100.0,100.0,100.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-02-09,summaries,"Claim, quote, source",evidence-only fallback,"claim, bounded excerpt, attribution, original URL",One source cannot establish consensus; honest interim behavior without fabricated synthesis,5,5,4,5,4,5,5,95.2,93.6,95.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-02-10,summaries,"Claim, quote, source",current styling and compact hierarchy,"claim, bounded excerpt, attribution, original URL",One source cannot establish consensus; meaning changes without brand replacement,5,4,5,5,4,5,5,93.6,94.0,92.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-03-01,summaries,Strongest case and strongest challenge,one-sentence scan plus citation,adjudicated same-proposition support/opposition,No manufactured opposition to fill symmetrical slots; depth in linked evidence,5,4,5,5,5,5,4,94.0,94.4,94.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-03-02,summaries,Strongest case and strongest challenge,three-sentence brief,adjudicated same-proposition support/opposition,No manufactured opposition to fill symmetrical slots; strictly no filler to reach length,5,4,4,5,5,4,4,89.2,87.2,91.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-03-03,summaries,Strongest case and strongest challenge,question-and-answer format,adjudicated same-proposition support/opposition,No manufactured opposition to fill symmetrical slots; question must actually be answered,5,4,4,5,5,4,4,89.2,87.2,91.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-03-04,summaries,Strongest case and strongest challenge,parallel positions,adjudicated same-proposition support/opposition,No manufactured opposition to fill symmetrical slots; avoid false symmetry,5,4,4,5,5,4,4,89.2,87.2,91.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-03-05,summaries,Strongest case and strongest challenge,explicit limitation inline,adjudicated same-proposition support/opposition,No manufactured opposition to fill symmetrical slots; slight scan cost accepted,5,5,4,5,5,4,4,93.6,91.6,96.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-03-06,summaries,Strongest case and strongest challenge,expandable concise/deep version,adjudicated same-proposition support/opposition,No manufactured opposition to fill symmetrical slots; both versions from same evidence snapshot,5,4,5,5,5,4,3,90.4,90.8,91.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-03-07,summaries,Strongest case and strongest challenge,chronological update log,adjudicated same-proposition support/opposition,No manufactured opposition to fill symmetrical slots; new/changed/backfilled distinguishable,5,4,4,5,5,4,4,89.2,87.2,91.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-03-08,summaries,Strongest case and strongest challenge,source-diverse representative quotes,adjudicated same-proposition support/opposition,No manufactured opposition to fill symmetrical slots; quote selection method disclosed,5,5,4,5,5,4,4,93.6,91.6,96.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-03-09,summaries,Strongest case and strongest challenge,evidence-only fallback,adjudicated same-proposition support/opposition,No manufactured opposition to fill symmetrical slots; honest interim behavior without fabricated synthesis,5,5,3,5,5,4,5,92.4,88.0,95.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-03-10,summaries,Strongest case and strongest challenge,current styling and compact hierarchy,adjudicated same-proposition support/opposition,No manufactured opposition to fill symmetrical slots; meaning changes without brand replacement,5,4,5,5,5,4,5,93.6,93.2,94.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-04-01,summaries,"What is known, disputed, unknown",one-sentence scan plus citation,"claim groups, disagreement, coverage gaps",Missing corpus evidence is not global unknowability; depth in linked evidence,5,5,5,5,5,5,4,98.4,98.8,98.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-04-02,summaries,"What is known, disputed, unknown",three-sentence brief,"claim groups, disagreement, coverage gaps",Missing corpus evidence is not global unknowability; strictly no filler to reach length,5,5,4,5,5,4,4,93.6,91.6,96.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-04-03,summaries,"What is known, disputed, unknown",question-and-answer format,"claim groups, disagreement, coverage gaps",Missing corpus evidence is not global unknowability; question must actually be answered,5,5,4,5,5,4,4,93.6,91.6,96.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-04-04,summaries,"What is known, disputed, unknown",parallel positions,"claim groups, disagreement, coverage gaps",Missing corpus evidence is not global unknowability; avoid false symmetry,5,5,4,5,5,4,4,93.6,91.6,96.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-04-05,summaries,"What is known, disputed, unknown",explicit limitation inline,"claim groups, disagreement, coverage gaps",Missing corpus evidence is not global unknowability; slight scan cost accepted,5,5,4,5,5,4,4,93.6,91.6,96.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-04-06,summaries,"What is known, disputed, unknown",expandable concise/deep version,"claim groups, disagreement, coverage gaps",Missing corpus evidence is not global unknowability; both versions from same evidence snapshot,5,5,5,5,5,4,3,94.8,95.2,96.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-04-07,summaries,"What is known, disputed, unknown",chronological update log,"claim groups, disagreement, coverage gaps",Missing corpus evidence is not global unknowability; new/changed/backfilled distinguishable,5,5,4,5,5,4,4,93.6,91.6,96.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-04-08,summaries,"What is known, disputed, unknown",source-diverse representative quotes,"claim groups, disagreement, coverage gaps",Missing corpus evidence is not global unknowability; quote selection method disclosed,5,5,4,5,5,4,4,93.6,91.6,96.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
